strain,water_source,micronutrients,elapsed_time_hr,od_600nm,growth_medium,technical_replicate,date,run_number
WT,MQ+,False,0.12555555555555564,0.03189285714285714,acetate,1,2021-08-06,1
WT,MQ+,False,0.2511111111111113,0.033,acetate,1,2021-08-06,1
WT,MQ+,False,0.3766666666666669,0.034928571428571434,acetate,1,2021-08-06,1
WT,MQ+,False,0.5022222222222217,0.03703571428571428,acetate,1,2021-08-06,1
WT,MQ+,False,0.6277777777777773,0.03907142857142855,acetate,1,2021-08-06,1
WT,MQ+,False,0.753333333333333,0.040999999999999995,acetate,1,2021-08-06,1
WT,MQ+,False,0.8788888888888886,0.04407142857142855,acetate,1,2021-08-06,1
WT,MQ+,False,1.0044444444444443,0.045928571428571416,acetate,1,2021-08-06,1
WT,MQ+,False,1.13,0.04892857142857142,acetate,1,2021-08-06,1
WT,MQ+,False,1.2555555555555555,0.05185714285714285,acetate,1,2021-08-06,1
WT,MQ+,False,1.3811111111111112,0.054928571428571424,acetate,1,2021-08-06,1
WT,MQ+,False,1.5066666666666668,0.058142857142857135,acetate,1,2021-08-06,1
WT,MQ+,False,1.6322222222222225,0.06107142857142857,acetate,1,2021-08-06,1
WT,MQ+,False,1.7577777777777772,0.06489285714285713,acetate,1,2021-08-06,1
WT,MQ+,False,1.8833333333333329,0.06885714285714284,acetate,1,2021-08-06,1
WT,MQ+,False,2.0088888888888885,0.07185714285714284,acetate,1,2021-08-06,1
WT,MQ+,False,2.134444444444444,0.076,acetate,1,2021-08-06,1
WT,MQ+,False,2.26,0.08,acetate,1,2021-08-06,1
WT,MQ+,False,2.3855555555555554,0.085,acetate,1,2021-08-06,1
WT,MQ+,False,2.511111111111111,0.08900000000000001,acetate,1,2021-08-06,1
WT,MQ+,False,2.6366666666666667,0.09307142857142854,acetate,1,2021-08-06,1
WT,MQ+,False,2.7622222222222224,0.0981785714285714,acetate,1,2021-08-06,1
WT,MQ+,False,0.0,0.030071428571428555,acetate,2,2021-08-06,1
WT,MQ+,False,0.12555555555555564,0.030964285714285694,acetate,2,2021-08-06,1
WT,MQ+,False,0.2511111111111113,0.03307142857142856,acetate,2,2021-08-06,1
WT,MQ+,False,0.3766666666666669,0.034000000000000016,acetate,2,2021-08-06,1
WT,MQ+,False,0.5022222222222226,0.03589285714285714,acetate,2,2021-08-06,1
WT,MQ+,False,0.6277777777777782,0.037000000000000005,acetate,2,2021-08-06,1
WT,MQ+,False,0.7533333333333339,0.038928571428571423,acetate,2,2021-08-06,1
WT,MQ+,False,0.8788888888888886,0.04103571428571427,acetate,2,2021-08-06,1
WT,MQ+,False,1.0044444444444443,0.04307142857142855,acetate,2,2021-08-06,1
WT,MQ+,False,1.13,0.045,acetate,2,2021-08-06,1
WT,MQ+,False,1.2555555555555555,0.047071428571428556,acetate,2,2021-08-06,1
WT,MQ+,False,1.3811111111111112,0.04992857142857142,acetate,2,2021-08-06,1
WT,MQ+,False,1.5066666666666668,0.05192857142857142,acetate,2,2021-08-06,1
WT,MQ+,False,1.6322222222222225,0.054857142857142854,acetate,2,2021-08-06,1
WT,MQ+,False,1.757777777777778,0.057928571428571426,acetate,2,2021-08-06,1
WT,MQ+,False,1.8833333333333337,0.06114285714285714,acetate,2,2021-08-06,1
WT,MQ+,False,2.0088888888888894,0.06407142857142854,acetate,2,2021-08-06,1
WT,MQ+,False,2.134444444444444,0.06689285714285713,acetate,2,2021-08-06,1
WT,MQ+,False,2.26,0.07085714285714284,acetate,2,2021-08-06,1
WT,MQ+,False,2.3855555555555554,0.07485714285714284,acetate,2,2021-08-06,1
WT,MQ+,False,2.511111111111111,0.079,acetate,2,2021-08-06,1
WT,MQ+,False,2.6366666666666667,0.083,acetate,2,2021-08-06,1
WT,MQ+,False,2.7622222222222224,0.08700000000000001,acetate,2,2021-08-06,1
WT,MQ+,False,2.887777777777778,0.09100000000000001,acetate,2,2021-08-06,1
WT,MQ+,False,3.0133333333333336,0.09507142857142854,acetate,2,2021-08-06,1
WT,MQ+,False,0.0,0.032071428571428556,acetate,3,2021-08-06,1
WT,MQ+,False,0.12555555555555564,0.034000000000000016,acetate,3,2021-08-06,1
WT,MQ+,False,0.2511111111111113,0.03489285714285714,acetate,3,2021-08-06,1
WT,MQ+,False,0.3766666666666669,0.037000000000000005,acetate,3,2021-08-06,1
WT,MQ+,False,0.5022222222222226,0.038928571428571423,acetate,3,2021-08-06,1
WT,MQ+,False,0.6277777777777773,0.04003571428571427,acetate,3,2021-08-06,1
WT,MQ+,False,0.753333333333333,0.04307142857142855,acetate,3,2021-08-06,1
WT,MQ+,False,0.8788888888888886,0.044,acetate,3,2021-08-06,1
WT,MQ+,False,1.0044444444444443,0.047071428571428556,acetate,3,2021-08-06,1
WT,MQ+,False,1.13,0.04992857142857142,acetate,3,2021-08-06,1
WT,MQ+,False,1.2555555555555555,0.05192857142857142,acetate,3,2021-08-06,1
WT,MQ+,False,1.3811111111111112,0.054857142857142854,acetate,3,2021-08-06,1
WT,MQ+,False,1.5066666666666668,0.057928571428571426,acetate,3,2021-08-06,1
WT,MQ+,False,1.6322222222222225,0.06114285714285714,acetate,3,2021-08-06,1
WT,MQ+,False,1.757777777777778,0.06407142857142854,acetate,3,2021-08-06,1
WT,MQ+,False,1.8833333333333329,0.06789285714285713,acetate,3,2021-08-06,1
WT,MQ+,False,2.0088888888888885,0.07085714285714284,acetate,3,2021-08-06,1
WT,MQ+,False,2.134444444444444,0.07485714285714284,acetate,3,2021-08-06,1
WT,MQ+,False,2.26,0.079,acetate,3,2021-08-06,1
WT,MQ+,False,2.3855555555555554,0.083,acetate,3,2021-08-06,1
WT,MQ+,False,2.511111111111111,0.08700000000000001,acetate,3,2021-08-06,1
WT,MQ+,False,2.6366666666666667,0.09100000000000001,acetate,3,2021-08-06,1
WT,MQ+,False,2.7622222222222224,0.09607142857142854,acetate,3,2021-08-06,1
WT,MQ+,False,0.0,0.030071428571428555,acetate,4,2021-08-06,1
WT,MQ+,False,0.12555555555555564,0.030964285714285694,acetate,4,2021-08-06,1
WT,MQ+,False,0.2511111111111113,0.032071428571428556,acetate,4,2021-08-06,1
WT,MQ+,False,0.3766666666666669,0.034000000000000016,acetate,4,2021-08-06,1
WT,MQ+,False,0.5022222222222226,0.03589285714285714,acetate,4,2021-08-06,1
WT,MQ+,False,0.6277777777777782,0.037000000000000005,acetate,4,2021-08-06,1
WT,MQ+,False,0.7533333333333339,0.038928571428571423,acetate,4,2021-08-06,1
WT,MQ+,False,0.8788888888888886,0.04103571428571427,acetate,4,2021-08-06,1
WT,MQ+,False,1.0044444444444443,0.04307142857142855,acetate,4,2021-08-06,1
WT,MQ+,False,1.13,0.045,acetate,4,2021-08-06,1
WT,MQ+,False,1.2555555555555555,0.04807142857142856,acetate,4,2021-08-06,1
WT,MQ+,False,1.3811111111111112,0.04992857142857142,acetate,4,2021-08-06,1
WT,MQ+,False,1.5066666666666668,0.05292857142857142,acetate,4,2021-08-06,1
WT,MQ+,False,1.6322222222222225,0.055857142857142855,acetate,4,2021-08-06,1
WT,MQ+,False,1.757777777777778,0.057928571428571426,acetate,4,2021-08-06,1
WT,MQ+,False,1.8833333333333337,0.06114285714285714,acetate,4,2021-08-06,1
WT,MQ+,False,2.0088888888888894,0.06507142857142854,acetate,4,2021-08-06,1
WT,MQ+,False,2.134444444444444,0.06789285714285713,acetate,4,2021-08-06,1
WT,MQ+,False,2.26,0.07185714285714284,acetate,4,2021-08-06,1
WT,MQ+,False,2.3855555555555554,0.07485714285714284,acetate,4,2021-08-06,1
WT,MQ+,False,2.511111111111111,0.079,acetate,4,2021-08-06,1
WT,MQ+,False,2.6366666666666667,0.083,acetate,4,2021-08-06,1
WT,MQ+,False,2.7622222222222224,0.08800000000000001,acetate,4,2021-08-06,1
WT,MQ+,False,2.887777777777778,0.09200000000000001,acetate,4,2021-08-06,1
WT,MQ+,False,3.0133333333333336,0.09607142857142854,acetate,4,2021-08-06,1
WT,MQ+,True,0.0,0.031035714285714278,acetate,1,2021-08-06,1
WT,MQ+,True,0.12555555555555564,0.03407142857142856,acetate,1,2021-08-06,1
WT,MQ+,True,0.2511111111111113,0.037000000000000005,acetate,1,2021-08-06,1
WT,MQ+,True,0.3766666666666669,0.04107142857142855,acetate,1,2021-08-06,1
WT,MQ+,True,0.5022222222222226,0.044928571428571415,acetate,1,2021-08-06,1
WT,MQ+,True,0.6277777777777782,0.04992857142857142,acetate,1,2021-08-06,1
WT,MQ+,True,0.7533333333333339,0.055857142857142855,acetate,1,2021-08-06,1
WT,MQ+,True,0.8788888888888895,0.0619285714285714,acetate,1,2021-08-06,1
WT,MQ+,True,1.0044444444444451,0.06814285714285712,acetate,1,2021-08-06,1
WT,MQ+,True,1.1300000000000008,0.07507142857142855,acetate,1,2021-08-06,1
WT,MQ+,True,1.2555555555555555,0.08389285714285714,acetate,1,2021-08-06,1
WT,MQ+,True,1.3811111111111112,0.09085714285714286,acetate,1,2021-08-06,1
WT,MQ+,True,1.5066666666666668,0.09885714285714284,acetate,1,2021-08-06,1
WT,MQ+,True,0.0,0.03092857142857143,acetate,2,2021-08-06,1
WT,MQ+,True,0.12555555555555475,0.03303571428571428,acetate,2,2021-08-06,1
WT,MQ+,True,0.2511111111111104,0.03607142857142856,acetate,2,2021-08-06,1
WT,MQ+,True,0.37666666666666604,0.039999999999999994,acetate,2,2021-08-06,1
WT,MQ+,True,0.5022222222222217,0.04407142857142855,acetate,2,2021-08-06,1
WT,MQ+,True,0.6277777777777773,0.04792857142857142,acetate,2,2021-08-06,1
WT,MQ+,True,0.753333333333333,0.05292857142857142,acetate,2,2021-08-06,1
WT,MQ+,True,0.8788888888888886,0.05785714285714286,acetate,2,2021-08-06,1
WT,MQ+,True,1.0044444444444443,0.0629285714285714,acetate,2,2021-08-06,1
WT,MQ+,True,1.13,0.07014285714285712,acetate,2,2021-08-06,1
WT,MQ+,True,1.2555555555555555,0.07607142857142855,acetate,2,2021-08-06,1
WT,MQ+,True,1.3811111111111103,0.08189285714285714,acetate,2,2021-08-06,1
WT,MQ+,True,1.506666666666666,0.08885714285714286,acetate,2,2021-08-06,1
WT,MQ+,True,1.6322222222222216,0.09685714285714284,acetate,2,2021-08-06,1
WT,MQ+,True,0.0,0.031,acetate,3,2021-08-06,1
WT,MQ+,True,0.12555555555555564,0.03392857142857143,acetate,3,2021-08-06,1
WT,MQ+,True,0.2511111111111104,0.03703571428571428,acetate,3,2021-08-06,1
WT,MQ+,True,0.37666666666666604,0.03907142857142855,acetate,3,2021-08-06,1
WT,MQ+,True,0.5022222222222217,0.043,acetate,3,2021-08-06,1
WT,MQ+,True,0.6277777777777773,0.047071428571428556,acetate,3,2021-08-06,1
WT,MQ+,True,0.753333333333333,0.05192857142857142,acetate,3,2021-08-06,1
WT,MQ+,True,0.8788888888888886,0.055928571428571425,acetate,3,2021-08-06,1
WT,MQ+,True,1.0044444444444443,0.06085714285714286,acetate,3,2021-08-06,1
WT,MQ+,True,1.13,0.0659285714285714,acetate,3,2021-08-06,1
WT,MQ+,True,1.2555555555555555,0.07214285714285712,acetate,3,2021-08-06,1
WT,MQ+,True,1.3811111111111112,0.07807142857142856,acetate,3,2021-08-06,1
WT,MQ+,True,1.506666666666666,0.08489285714285714,acetate,3,2021-08-06,1
WT,MQ+,True,1.6322222222222216,0.09185714285714286,acetate,3,2021-08-06,1
WT,MQ+,True,1.7577777777777772,0.09885714285714284,acetate,3,2021-08-06,1
WT,MQ+,True,0.0,0.03089285714285714,acetate,4,2021-08-06,1
WT,MQ+,True,0.12555555555555564,0.033,acetate,4,2021-08-06,1
WT,MQ+,True,0.2511111111111113,0.034928571428571434,acetate,4,2021-08-06,1
WT,MQ+,True,0.37666666666666604,0.03703571428571428,acetate,4,2021-08-06,1
WT,MQ+,True,0.5022222222222217,0.03807142857142856,acetate,4,2021-08-06,1
WT,MQ+,True,0.6277777777777773,0.040999999999999995,acetate,4,2021-08-06,1
WT,MQ+,True,0.753333333333333,0.045071428571428554,acetate,4,2021-08-06,1
WT,MQ+,True,0.8788888888888886,0.04892857142857142,acetate,4,2021-08-06,1
WT,MQ+,True,1.0044444444444443,0.05392857142857142,acetate,4,2021-08-06,1
WT,MQ+,True,1.13,0.05885714285714286,acetate,4,2021-08-06,1
WT,MQ+,True,1.2555555555555555,0.0639285714285714,acetate,4,2021-08-06,1
WT,MQ+,True,1.3811111111111112,0.07014285714285712,acetate,4,2021-08-06,1
WT,MQ+,True,1.5066666666666668,0.07607142857142855,acetate,4,2021-08-06,1
WT,MQ+,True,1.6322222222222216,0.08189285714285714,acetate,4,2021-08-06,1
WT,MQ+,True,1.7577777777777772,0.08885714285714286,acetate,4,2021-08-06,1
WT,MQ+,True,1.8833333333333329,0.09585714285714284,acetate,4,2021-08-06,1
WT,MQ-,False,0.0,0.031,acetate,1,2021-08-06,1
WT,MQ-,False,0.12555555555555564,0.03192857142857143,acetate,1,2021-08-06,1
WT,MQ-,False,0.2511111111111104,0.03403571428571428,acetate,1,2021-08-06,1
WT,MQ-,False,0.37666666666666604,0.03607142857142856,acetate,1,2021-08-06,1
WT,MQ-,False,0.5022222222222217,0.037000000000000005,acetate,1,2021-08-06,1
WT,MQ-,False,0.6277777777777773,0.03907142857142855,acetate,1,2021-08-06,1
WT,MQ-,False,0.753333333333333,0.04092857142857141,acetate,1,2021-08-06,1
WT,MQ-,False,0.8788888888888886,0.04292857142857141,acetate,1,2021-08-06,1
WT,MQ-,False,1.0044444444444443,0.044857142857142845,acetate,1,2021-08-06,1
WT,MQ-,False,1.13,0.04692857142857142,acetate,1,2021-08-06,1
WT,MQ-,False,1.2555555555555555,0.04914285714285713,acetate,1,2021-08-06,1
WT,MQ-,False,1.3811111111111112,0.05207142857142856,acetate,1,2021-08-06,1
WT,MQ-,False,1.506666666666666,0.053892857142857145,acetate,1,2021-08-06,1
WT,MQ-,False,1.6322222222222216,0.056857142857142856,acetate,1,2021-08-06,1
WT,MQ-,False,1.7577777777777772,0.05985714285714286,acetate,1,2021-08-06,1
WT,MQ-,False,1.8833333333333329,0.06299999999999999,acetate,1,2021-08-06,1
WT,MQ-,False,2.0088888888888885,0.06599999999999999,acetate,1,2021-08-06,1
WT,MQ-,False,2.134444444444444,0.06999999999999999,acetate,1,2021-08-06,1
WT,MQ-,False,2.26,0.073,acetate,1,2021-08-06,1
WT,MQ-,False,2.3855555555555554,0.07707142857142855,acetate,1,2021-08-06,1
WT,MQ-,False,2.511111111111111,0.08017857142857142,acetate,1,2021-08-06,1
WT,MQ-,False,2.6366666666666667,0.08392857142857142,acetate,1,2021-08-06,1
WT,MQ-,False,2.7622222222222224,0.08785714285714286,acetate,1,2021-08-06,1
WT,MQ-,False,2.887777777777778,0.09189285714285715,acetate,1,2021-08-06,1
WT,MQ-,False,3.0133333333333336,0.09603571428571427,acetate,1,2021-08-06,1
WT,MQ-,False,0.0,0.03,acetate,2,2021-08-06,1
WT,MQ-,False,0.12555555555555564,0.03192857142857143,acetate,2,2021-08-06,1
WT,MQ-,False,0.2511111111111104,0.03303571428571428,acetate,2,2021-08-06,1
WT,MQ-,False,0.37666666666666604,0.03507142857142856,acetate,2,2021-08-06,1
WT,MQ-,False,0.5022222222222217,0.036000000000000004,acetate,2,2021-08-06,1
WT,MQ-,False,0.6277777777777773,0.03807142857142856,acetate,2,2021-08-06,1
WT,MQ-,False,0.753333333333333,0.03992857142857141,acetate,2,2021-08-06,1
WT,MQ-,False,0.8788888888888886,0.04192857142857141,acetate,2,2021-08-06,1
WT,MQ-,False,1.0044444444444443,0.043857142857142845,acetate,2,2021-08-06,1
WT,MQ-,False,1.13,0.045928571428571416,acetate,2,2021-08-06,1
WT,MQ-,False,1.2555555555555555,0.04914285714285713,acetate,2,2021-08-06,1
WT,MQ-,False,1.3811111111111112,0.05107142857142856,acetate,2,2021-08-06,1
WT,MQ-,False,1.506666666666666,0.053892857142857145,acetate,2,2021-08-06,1
WT,MQ-,False,1.6322222222222216,0.055857142857142855,acetate,2,2021-08-06,1
WT,MQ-,False,1.7577777777777772,0.05885714285714286,acetate,2,2021-08-06,1
WT,MQ-,False,1.8833333333333329,0.061999999999999986,acetate,2,2021-08-06,1
WT,MQ-,False,2.0088888888888885,0.06599999999999999,acetate,2,2021-08-06,1
WT,MQ-,False,2.134444444444444,0.06899999999999999,acetate,2,2021-08-06,1
WT,MQ-,False,2.26,0.073,acetate,2,2021-08-06,1
WT,MQ-,False,2.3855555555555554,0.07607142857142855,acetate,2,2021-08-06,1
WT,MQ-,False,2.511111111111111,0.08017857142857142,acetate,2,2021-08-06,1
WT,MQ-,False,2.6366666666666667,0.08392857142857142,acetate,2,2021-08-06,1
WT,MQ-,False,2.7622222222222224,0.08785714285714286,acetate,2,2021-08-06,1
WT,MQ-,False,2.887777777777778,0.09189285714285715,acetate,2,2021-08-06,1
WT,MQ-,False,3.0133333333333336,0.09603571428571427,acetate,2,2021-08-06,1
WT,MQ-,False,3.1388888888888893,0.09989285714285713,acetate,2,2021-08-06,1
WT,MQ-,False,0.0,0.03092857142857143,acetate,3,2021-08-06,1
WT,MQ-,False,0.12555555555555475,0.03203571428571428,acetate,3,2021-08-06,1
WT,MQ-,False,0.2511111111111104,0.03307142857142856,acetate,3,2021-08-06,1
WT,MQ-,False,0.37666666666666604,0.035,acetate,3,2021-08-06,1
WT,MQ-,False,0.5022222222222217,0.03707142857142856,acetate,3,2021-08-06,1
WT,MQ-,False,0.6277777777777773,0.03792857142857142,acetate,3,2021-08-06,1
WT,MQ-,False,0.753333333333333,0.03992857142857141,acetate,3,2021-08-06,1
WT,MQ-,False,0.8788888888888886,0.04185714285714284,acetate,3,2021-08-06,1
WT,MQ-,False,1.0044444444444443,0.043928571428571414,acetate,3,2021-08-06,1
WT,MQ-,False,1.13,0.047142857142857125,acetate,3,2021-08-06,1
WT,MQ-,False,1.2555555555555555,0.04907142857142856,acetate,3,2021-08-06,1
WT,MQ-,False,1.3811111111111103,0.05189285714285714,acetate,3,2021-08-06,1
WT,MQ-,False,1.506666666666666,0.05385714285714285,acetate,3,2021-08-06,1
WT,MQ-,False,1.6322222222222216,0.056857142857142856,acetate,3,2021-08-06,1
WT,MQ-,False,1.7577777777777772,0.06000000000000001,acetate,3,2021-08-06,1
WT,MQ-,False,1.8833333333333329,0.06299999999999999,acetate,3,2021-08-06,1
WT,MQ-,False,2.0088888888888885,0.06699999999999999,acetate,3,2021-08-06,1
WT,MQ-,False,2.134444444444444,0.06999999999999999,acetate,3,2021-08-06,1
WT,MQ-,False,2.26,0.07407142857142855,acetate,3,2021-08-06,1
WT,MQ-,False,2.3855555555555554,0.07817857142857142,acetate,3,2021-08-06,1
WT,MQ-,False,2.511111111111111,0.08092857142857142,acetate,3,2021-08-06,1
WT,MQ-,False,2.6366666666666667,0.08485714285714285,acetate,3,2021-08-06,1
WT,MQ-,False,2.7622222222222224,0.08889285714285715,acetate,3,2021-08-06,1
WT,MQ-,False,2.887777777777778,0.09303571428571426,acetate,3,2021-08-06,1
WT,MQ-,False,3.0133333333333336,0.09789285714285713,acetate,3,2021-08-06,1
WT,MQ-,False,0.0,0.03,acetate,4,2021-08-06,1
WT,MQ-,False,0.12555555555555564,0.03192857142857143,acetate,4,2021-08-06,1
WT,MQ-,False,0.2511111111111104,0.03303571428571428,acetate,4,2021-08-06,1
WT,MQ-,False,0.37666666666666604,0.03407142857142856,acetate,4,2021-08-06,1
WT,MQ-,False,0.5022222222222217,0.036000000000000004,acetate,4,2021-08-06,1
WT,MQ-,False,0.6277777777777773,0.03807142857142856,acetate,4,2021-08-06,1
WT,MQ-,False,0.753333333333333,0.03892857142857141,acetate,4,2021-08-06,1
WT,MQ-,False,0.8788888888888886,0.04092857142857141,acetate,4,2021-08-06,1
WT,MQ-,False,1.0044444444444443,0.042857142857142844,acetate,4,2021-08-06,1
WT,MQ-,False,1.13,0.044928571428571415,acetate,4,2021-08-06,1
WT,MQ-,False,1.2555555555555555,0.047142857142857125,acetate,4,2021-08-06,1
WT,MQ-,False,1.3811111111111112,0.05007142857142856,acetate,4,2021-08-06,1
WT,MQ-,False,1.506666666666666,0.052892857142857144,acetate,4,2021-08-06,1
WT,MQ-,False,1.6322222222222216,0.054857142857142854,acetate,4,2021-08-06,1
WT,MQ-,False,1.7577777777777772,0.05785714285714286,acetate,4,2021-08-06,1
WT,MQ-,False,1.8833333333333329,0.06100000000000001,acetate,4,2021-08-06,1
WT,MQ-,False,2.0088888888888885,0.06399999999999999,acetate,4,2021-08-06,1
WT,MQ-,False,2.134444444444444,0.06799999999999999,acetate,4,2021-08-06,1
WT,MQ-,False,2.26,0.071,acetate,4,2021-08-06,1
WT,MQ-,False,2.3855555555555554,0.07407142857142855,acetate,4,2021-08-06,1
WT,MQ-,False,2.511111111111111,0.07817857142857142,acetate,4,2021-08-06,1
WT,MQ-,False,2.6366666666666667,0.08192857142857142,acetate,4,2021-08-06,1
WT,MQ-,False,2.7622222222222224,0.08585714285714285,acetate,4,2021-08-06,1
WT,MQ-,False,2.887777777777778,0.08989285714285715,acetate,4,2021-08-06,1
WT,MQ-,False,3.0133333333333336,0.09403571428571426,acetate,4,2021-08-06,1
WT,MQ-,False,3.1388888888888893,0.09789285714285713,acetate,4,2021-08-06,1
WT,MQ-,True,0.0,0.03,acetate,1,2021-08-06,1
WT,MQ-,True,0.12555555555555564,0.03192857142857143,acetate,1,2021-08-06,1
WT,MQ-,True,0.2511111111111104,0.03503571428571428,acetate,1,2021-08-06,1
WT,MQ-,True,0.37666666666666604,0.03807142857142856,acetate,1,2021-08-06,1
WT,MQ-,True,0.5022222222222217,0.039999999999999994,acetate,1,2021-08-06,1
WT,MQ-,True,0.6277777777777773,0.04407142857142855,acetate,1,2021-08-06,1
WT,MQ-,True,0.753333333333333,0.04692857142857142,acetate,1,2021-08-06,1
WT,MQ-,True,0.8788888888888886,0.05092857142857142,acetate,1,2021-08-06,1
WT,MQ-,True,1.0044444444444443,0.055857142857142855,acetate,1,2021-08-06,1
WT,MQ-,True,1.13,0.06092857142857143,acetate,1,2021-08-06,1
WT,MQ-,True,1.2555555555555555,0.06614285714285711,acetate,1,2021-08-06,1
WT,MQ-,True,1.3811111111111112,0.07107142857142855,acetate,1,2021-08-06,1
WT,MQ-,True,1.506666666666666,0.07789285714285714,acetate,1,2021-08-06,1
WT,MQ-,True,1.6322222222222216,0.08385714285714285,acetate,1,2021-08-06,1
WT,MQ-,True,1.7577777777777772,0.09085714285714286,acetate,1,2021-08-06,1
WT,MQ-,True,1.8833333333333329,0.09799999999999999,acetate,1,2021-08-06,1
WT,MQ-,True,0.0,0.03,acetate,2,2021-08-06,1
WT,MQ-,True,0.12555555555555564,0.03192857142857143,acetate,2,2021-08-06,1
WT,MQ-,True,0.2511111111111104,0.03503571428571428,acetate,2,2021-08-06,1
WT,MQ-,True,0.37666666666666604,0.03707142857142856,acetate,2,2021-08-06,1
WT,MQ-,True,0.5022222222222217,0.040999999999999995,acetate,2,2021-08-06,1
WT,MQ-,True,0.6277777777777773,0.04407142857142855,acetate,2,2021-08-06,1
WT,MQ-,True,0.753333333333333,0.04792857142857142,acetate,2,2021-08-06,1
WT,MQ-,True,0.8788888888888886,0.05192857142857142,acetate,2,2021-08-06,1
WT,MQ-,True,1.0044444444444443,0.055857142857142855,acetate,2,2021-08-06,1
WT,MQ-,True,1.13,0.06092857142857143,acetate,2,2021-08-06,1
WT,MQ-,True,1.2555555555555555,0.06614285714285711,acetate,2,2021-08-06,1
WT,MQ-,True,1.3811111111111112,0.07207142857142855,acetate,2,2021-08-06,1
WT,MQ-,True,1.506666666666666,0.07889285714285714,acetate,2,2021-08-06,1
WT,MQ-,True,1.6322222222222216,0.08485714285714285,acetate,2,2021-08-06,1
WT,MQ-,True,1.7577777777777772,0.09185714285714286,acetate,2,2021-08-06,1
WT,MQ-,True,1.8833333333333329,0.09899999999999999,acetate,2,2021-08-06,1
WT,MQ-,True,0.0,0.032,acetate,3,2021-08-06,1
WT,MQ-,True,0.12555555555555564,0.03392857142857143,acetate,3,2021-08-06,1
WT,MQ-,True,0.2511111111111104,0.03703571428571428,acetate,3,2021-08-06,1
WT,MQ-,True,0.37666666666666604,0.03907142857142855,acetate,3,2021-08-06,1
WT,MQ-,True,0.5022222222222217,0.041999999999999996,acetate,3,2021-08-06,1
WT,MQ-,True,0.6277777777777773,0.046071428571428555,acetate,3,2021-08-06,1
WT,MQ-,True,0.753333333333333,0.04892857142857142,acetate,3,2021-08-06,1
WT,MQ-,True,0.8788888888888886,0.05292857142857142,acetate,3,2021-08-06,1
WT,MQ-,True,1.0044444444444443,0.056857142857142856,acetate,3,2021-08-06,1
WT,MQ-,True,1.13,0.0619285714285714,acetate,3,2021-08-06,1
WT,MQ-,True,1.2555555555555555,0.06714285714285712,acetate,3,2021-08-06,1
WT,MQ-,True,1.3811111111111112,0.07307142857142855,acetate,3,2021-08-06,1
WT,MQ-,True,1.506666666666666,0.07989285714285714,acetate,3,2021-08-06,1
WT,MQ-,True,1.6322222222222216,0.08585714285714285,acetate,3,2021-08-06,1
WT,MQ-,True,1.7577777777777772,0.09285714285714283,acetate,3,2021-08-06,1
WT,MQ-,True,1.8833333333333329,0.09999999999999999,acetate,3,2021-08-06,1
WT,MQ-,True,0.0,0.031,acetate,4,2021-08-06,1
WT,MQ-,True,0.12555555555555564,0.03292857142857143,acetate,4,2021-08-06,1
WT,MQ-,True,0.2511111111111104,0.03503571428571428,acetate,4,2021-08-06,1
WT,MQ-,True,0.37666666666666604,0.03807142857142856,acetate,4,2021-08-06,1
WT,MQ-,True,0.5022222222222217,0.040999999999999995,acetate,4,2021-08-06,1
WT,MQ-,True,0.6277777777777773,0.04407142857142855,acetate,4,2021-08-06,1
WT,MQ-,True,0.753333333333333,0.04792857142857142,acetate,4,2021-08-06,1
WT,MQ-,True,0.8788888888888886,0.05192857142857142,acetate,4,2021-08-06,1
WT,MQ-,True,1.0044444444444443,0.055857142857142855,acetate,4,2021-08-06,1
WT,MQ-,True,1.13,0.06092857142857143,acetate,4,2021-08-06,1
WT,MQ-,True,1.2555555555555555,0.06614285714285711,acetate,4,2021-08-06,1
WT,MQ-,True,1.3811111111111112,0.07207142857142855,acetate,4,2021-08-06,1
WT,MQ-,True,1.506666666666666,0.07789285714285714,acetate,4,2021-08-06,1
WT,MQ-,True,1.6322222222222216,0.08385714285714285,acetate,4,2021-08-06,1
WT,MQ-,True,1.7577777777777772,0.09085714285714286,acetate,4,2021-08-06,1
WT,MQ-,True,1.8833333333333329,0.09799999999999999,acetate,4,2021-08-06,1
