strain,elapsed_time_hr,od_600nm,technical_replicate,growth_medium,date,identifier,class
∆nmp,0.627777777777778,0.05485185185185186,2,glucose,2021-07-20,GC052,Single KO
∆nmp,0.7533333333333332,0.06188888888888887,2,glucose,2021-07-20,GC052,Single KO
∆nmp,0.8788888888888888,0.06974074074074073,2,glucose,2021-07-20,GC052,Single KO
∆nmp,1.0044444444444445,0.079,2,glucose,2021-07-20,GC052,Single KO
∆nmp,1.1300000000000001,0.08881481481481482,2,glucose,2021-07-20,GC052,Single KO
∆nmp,1.2555555555555558,0.10088888888888888,2,glucose,2021-07-20,GC052,Single KO
∆nmp,1.3811111111111114,0.11488888888888889,2,glucose,2021-07-20,GC052,Single KO
∆nmp,1.5066666666666666,0.1309259259259259,2,glucose,2021-07-20,GC052,Single KO
∆nmp,1.6322222222222222,0.14881481481481484,2,glucose,2021-07-20,GC052,Single KO
∆nmp,1.7577777777777779,0.16996296296296298,2,glucose,2021-07-20,GC052,Single KO
∆nmp,1.8833333333333335,0.19381481481481483,2,glucose,2021-07-20,GC052,Single KO
∆nmp,2.0088888888888894,0.21988888888888886,2,glucose,2021-07-20,GC052,Single KO
∆nmp,2.134444444444444,0.24985185185185188,2,glucose,2021-07-20,GC052,Single KO
∆nmp,2.26,0.28196296296296297,2,glucose,2021-07-20,GC052,Single KO
∆nmp,2.3855555555555554,0.31892592592592595,2,glucose,2021-07-20,GC052,Single KO
∆nmp,0.0,0.03188888888888888,3,glucose,2021-07-20,GC052,Single KO
∆nmp,0.12555555555555564,0.034777777777777796,3,glucose,2021-07-20,GC052,Single KO
∆nmp,0.2511111111111113,0.038925925925925906,3,glucose,2021-07-20,GC052,Single KO
∆nmp,0.3766666666666667,0.04396296296296297,3,glucose,2021-07-20,GC052,Single KO
∆nmp,0.5022222222222223,0.049,3,glucose,2021-07-20,GC052,Single KO
∆nmp,0.627777777777778,0.05485185185185186,3,glucose,2021-07-20,GC052,Single KO
∆nmp,0.7533333333333332,0.06288888888888887,3,glucose,2021-07-20,GC052,Single KO
∆nmp,0.8788888888888888,0.07074074074074073,3,glucose,2021-07-20,GC052,Single KO
∆nmp,1.0044444444444445,0.08,3,glucose,2021-07-20,GC052,Single KO
∆nmp,1.1300000000000001,0.09081481481481482,3,glucose,2021-07-20,GC052,Single KO
∆nmp,1.2555555555555558,0.10288888888888888,3,glucose,2021-07-20,GC052,Single KO
∆nmp,1.3811111111111114,0.11688888888888889,3,glucose,2021-07-20,GC052,Single KO
∆nmp,1.5066666666666666,0.1349259259259259,3,glucose,2021-07-20,GC052,Single KO
∆nmp,1.6322222222222222,0.15281481481481485,3,glucose,2021-07-20,GC052,Single KO
∆nmp,1.7577777777777779,0.17396296296296299,3,glucose,2021-07-20,GC052,Single KO
∆nmp,1.8833333333333335,0.19781481481481483,3,glucose,2021-07-20,GC052,Single KO
∆nmp,2.0088888888888894,0.22488888888888886,3,glucose,2021-07-20,GC052,Single KO
∆nmp,2.134444444444444,0.2558518518518519,3,glucose,2021-07-20,GC052,Single KO
∆nmp,2.26,0.289962962962963,3,glucose,2021-07-20,GC052,Single KO
∆nmp,2.3855555555555554,0.3279259259259259,3,glucose,2021-07-20,GC052,Single KO
∆opp,0.0,0.030888888888888882,1,glucose,2021-07-20,GC053,Single KO
∆opp,0.12555555555555564,0.033888888888888885,1,glucose,2021-07-20,GC053,Single KO
∆opp,0.25111111111111084,0.03692592592592592,1,glucose,2021-07-20,GC053,Single KO
∆opp,0.3766666666666665,0.04081481481481482,1,glucose,2021-07-20,GC053,Single KO
∆opp,0.5022222222222221,0.04596296296296297,1,glucose,2021-07-20,GC053,Single KO
∆opp,0.6277777777777778,0.05081481481481481,1,glucose,2021-07-20,GC053,Single KO
∆opp,0.7533333333333334,0.05688888888888889,1,glucose,2021-07-20,GC053,Single KO
∆opp,0.8788888888888886,0.06285185185185184,1,glucose,2021-07-20,GC053,Single KO
∆opp,1.0044444444444443,0.06996296296296295,1,glucose,2021-07-20,GC053,Single KO
∆opp,1.13,0.07892592592592591,1,glucose,2021-07-20,GC053,Single KO
∆opp,1.2555555555555555,0.08892592592592592,1,glucose,2021-07-20,GC053,Single KO
∆opp,1.3811111111111112,0.0999259259259259,1,glucose,2021-07-20,GC053,Single KO
∆opp,1.5066666666666668,0.11485185185185186,1,glucose,2021-07-20,GC053,Single KO
∆opp,1.6322222222222225,0.12585185185185183,1,glucose,2021-07-20,GC053,Single KO
∆opp,1.7577777777777772,0.14781481481481484,1,glucose,2021-07-20,GC053,Single KO
∆opp,1.8833333333333329,0.16599999999999998,1,glucose,2021-07-20,GC053,Single KO
∆opp,2.0088888888888885,0.196962962962963,1,glucose,2021-07-20,GC053,Single KO
∆opp,2.134444444444444,0.22496296296296298,1,glucose,2021-07-20,GC053,Single KO
∆opp,2.26,0.25774074074074077,1,glucose,2021-07-20,GC053,Single KO
∆opp,2.3855555555555554,0.2829259259259259,1,glucose,2021-07-20,GC053,Single KO
∆opp,2.511111111111111,0.33188888888888884,1,glucose,2021-07-20,GC053,Single KO
∆opp,0.0,0.032888888888888884,2,glucose,2021-07-20,GC053,Single KO
∆opp,0.12555555555555564,0.03588888888888889,2,glucose,2021-07-20,GC053,Single KO
∆opp,0.25111111111111084,0.039925925925925906,2,glucose,2021-07-20,GC053,Single KO
∆opp,0.3766666666666665,0.04381481481481482,2,glucose,2021-07-20,GC053,Single KO
∆opp,0.5022222222222221,0.04896296296296297,2,glucose,2021-07-20,GC053,Single KO
∆opp,0.6277777777777778,0.053814814814814815,2,glucose,2021-07-20,GC053,Single KO
∆opp,0.7533333333333334,0.059888888888888894,2,glucose,2021-07-20,GC053,Single KO
∆opp,0.8788888888888886,0.06585185185185184,2,glucose,2021-07-20,GC053,Single KO
∆opp,1.0044444444444443,0.07296296296296295,2,glucose,2021-07-20,GC053,Single KO
∆opp,1.13,0.08192592592592592,2,glucose,2021-07-20,GC053,Single KO
∆opp,1.2555555555555555,0.09192592592592592,2,glucose,2021-07-20,GC053,Single KO
∆opp,1.3811111111111112,0.1029259259259259,2,glucose,2021-07-20,GC053,Single KO
∆opp,1.5066666666666668,0.11685185185185186,2,glucose,2021-07-20,GC053,Single KO
∆opp,1.6322222222222225,0.12985185185185183,2,glucose,2021-07-20,GC053,Single KO
∆opp,1.7577777777777772,0.15281481481481485,2,glucose,2021-07-20,GC053,Single KO
∆opp,1.8833333333333329,0.17099999999999999,2,glucose,2021-07-20,GC053,Single KO
∆opp,2.0088888888888885,0.198962962962963,2,glucose,2021-07-20,GC053,Single KO
∆opp,2.134444444444444,0.22396296296296297,2,glucose,2021-07-20,GC053,Single KO
∆opp,2.26,0.25074074074074076,2,glucose,2021-07-20,GC053,Single KO
∆opp,2.3855555555555554,0.2779259259259259,2,glucose,2021-07-20,GC053,Single KO
∆opp,2.511111111111111,0.3088888888888889,2,glucose,2021-07-20,GC053,Single KO
∆opp,2.6366666666666667,0.34977777777777774,2,glucose,2021-07-20,GC053,Single KO
∆opp,0.0,0.030888888888888882,3,glucose,2021-07-20,GC053,Single KO
∆opp,0.12555555555555564,0.033888888888888885,3,glucose,2021-07-20,GC053,Single KO
∆opp,0.25111111111111084,0.03792592592592592,3,glucose,2021-07-20,GC053,Single KO
∆opp,0.3766666666666665,0.04181481481481482,3,glucose,2021-07-20,GC053,Single KO
∆opp,0.5022222222222221,0.04696296296296297,3,glucose,2021-07-20,GC053,Single KO
∆opp,0.6277777777777778,0.051814814814814814,3,glucose,2021-07-20,GC053,Single KO
∆opp,0.7533333333333334,0.05788888888888889,3,glucose,2021-07-20,GC053,Single KO
∆opp,0.8788888888888886,0.06485185185185184,3,glucose,2021-07-20,GC053,Single KO
∆opp,1.0044444444444443,0.07196296296296295,3,glucose,2021-07-20,GC053,Single KO
∆opp,1.13,0.07992592592592591,3,glucose,2021-07-20,GC053,Single KO
∆opp,1.2555555555555555,0.09092592592592592,3,glucose,2021-07-20,GC053,Single KO
∆opp,1.3811111111111112,0.1019259259259259,3,glucose,2021-07-20,GC053,Single KO
∆opp,1.5066666666666668,0.11485185185185186,3,glucose,2021-07-20,GC053,Single KO
∆opp,1.6322222222222225,0.12785185185185183,3,glucose,2021-07-20,GC053,Single KO
∆opp,1.7577777777777772,0.14581481481481484,3,glucose,2021-07-20,GC053,Single KO
∆opp,1.8833333333333329,0.16299999999999998,3,glucose,2021-07-20,GC053,Single KO
∆opp,2.0088888888888885,0.185962962962963,3,glucose,2021-07-20,GC053,Single KO
∆opp,2.134444444444444,0.20696296296296296,3,glucose,2021-07-20,GC053,Single KO
∆opp,2.26,0.23174074074074075,3,glucose,2021-07-20,GC053,Single KO
∆opp,2.3855555555555554,0.25492592592592594,3,glucose,2021-07-20,GC053,Single KO
∆opp,2.511111111111111,0.28488888888888886,3,glucose,2021-07-20,GC053,Single KO
∆opp,2.6366666666666667,0.31477777777777777,3,glucose,2021-07-20,GC053,Single KO
∆opp,2.7622222222222224,0.3398148148148148,3,glucose,2021-07-20,GC053,Single KO
∆pot,0.0,0.03374074074074074,1,glucose,2021-07-20,GC049,Single KO
∆pot,0.12555555555555564,0.037000000000000005,1,glucose,2021-07-20,GC049,Single KO
∆pot,0.2511111111111113,0.041814814814814805,1,glucose,2021-07-20,GC049,Single KO
∆pot,0.3766666666666669,0.047888888888888884,1,glucose,2021-07-20,GC049,Single KO
∆pot,0.5022222222222226,0.05488888888888889,1,glucose,2021-07-20,GC049,Single KO
∆pot,0.6277777777777778,0.0619259259259259,1,glucose,2021-07-20,GC049,Single KO
∆pot,0.7533333333333334,0.07181481481481482,1,glucose,2021-07-20,GC049,Single KO
∆pot,0.878888888888889,0.08096296296296297,1,glucose,2021-07-20,GC049,Single KO
∆pot,1.0044444444444447,0.0928148148148148,1,glucose,2021-07-20,GC049,Single KO
∆pot,1.1300000000000003,0.10588888888888888,1,glucose,2021-07-20,GC049,Single KO
∆pot,1.2555555555555555,0.12185185185185186,1,glucose,2021-07-20,GC049,Single KO
∆pot,1.3811111111111112,0.14096296296296296,1,glucose,2021-07-20,GC049,Single KO
∆pot,1.5066666666666668,0.15992592592592592,1,glucose,2021-07-20,GC049,Single KO
∆pot,1.6322222222222225,0.18392592592592594,1,glucose,2021-07-20,GC049,Single KO
∆pot,1.757777777777778,0.2109259259259259,1,glucose,2021-07-20,GC049,Single KO
∆pot,1.8833333333333337,0.24185185185185187,1,glucose,2021-07-20,GC049,Single KO
∆pot,2.0088888888888894,0.27685185185185185,1,glucose,2021-07-20,GC049,Single KO
∆pot,2.134444444444444,0.3138148148148148,1,glucose,2021-07-20,GC049,Single KO
∆pot,0.0,0.03374074074074074,2,glucose,2021-07-20,GC049,Single KO
∆pot,0.12555555555555564,0.037000000000000005,2,glucose,2021-07-20,GC049,Single KO
∆pot,0.2511111111111113,0.042814814814814806,2,glucose,2021-07-20,GC049,Single KO
∆pot,0.3766666666666669,0.048888888888888885,2,glucose,2021-07-20,GC049,Single KO
∆pot,0.5022222222222226,0.05588888888888889,2,glucose,2021-07-20,GC049,Single KO
∆pot,0.6277777777777778,0.0649259259259259,2,glucose,2021-07-20,GC049,Single KO
∆pot,0.7533333333333334,0.07381481481481482,2,glucose,2021-07-20,GC049,Single KO
∆pot,0.878888888888889,0.08496296296296298,2,glucose,2021-07-20,GC049,Single KO
∆pot,1.0044444444444447,0.0978148148148148,2,glucose,2021-07-20,GC049,Single KO
∆pot,1.1300000000000003,0.11288888888888889,2,glucose,2021-07-20,GC049,Single KO
∆pot,1.2555555555555555,0.12885185185185183,2,glucose,2021-07-20,GC049,Single KO
∆pot,1.3811111111111112,0.14796296296296296,2,glucose,2021-07-20,GC049,Single KO
∆pot,1.5066666666666668,0.16892592592592592,2,glucose,2021-07-20,GC049,Single KO
∆pot,1.6322222222222225,0.19292592592592595,2,glucose,2021-07-20,GC049,Single KO
∆pot,1.757777777777778,0.22092592592592591,2,glucose,2021-07-20,GC049,Single KO
∆pot,1.8833333333333337,0.2528518518518519,2,glucose,2021-07-20,GC049,Single KO
∆pot,2.0088888888888894,0.28785185185185186,2,glucose,2021-07-20,GC049,Single KO
∆pot,2.134444444444444,0.32681481481481484,2,glucose,2021-07-20,GC049,Single KO
∆pot,0.0,0.032888888888888884,3,glucose,2021-07-20,GC049,Single KO
∆pot,0.12555555555555564,0.03674074074074074,3,glucose,2021-07-20,GC049,Single KO
∆pot,0.2511111111111113,0.040999999999999995,3,glucose,2021-07-20,GC049,Single KO
∆pot,0.3766666666666669,0.04581481481481481,3,glucose,2021-07-20,GC049,Single KO
∆pot,0.5022222222222226,0.05288888888888889,3,glucose,2021-07-20,GC049,Single KO
∆pot,0.6277777777777782,0.059888888888888894,3,glucose,2021-07-20,GC049,Single KO
∆pot,0.7533333333333334,0.0679259259259259,3,glucose,2021-07-20,GC049,Single KO
∆pot,0.878888888888889,0.07781481481481482,3,glucose,2021-07-20,GC049,Single KO
∆pot,1.0044444444444447,0.08796296296296298,3,glucose,2021-07-20,GC049,Single KO
∆pot,1.1300000000000003,0.1008148148148148,3,glucose,2021-07-20,GC049,Single KO
∆pot,1.255555555555556,0.11588888888888889,3,glucose,2021-07-20,GC049,Single KO
∆pot,1.3811111111111112,0.13185185185185183,3,glucose,2021-07-20,GC049,Single KO
∆pot,1.5066666666666668,0.15196296296296297,3,glucose,2021-07-20,GC049,Single KO
∆pot,1.6322222222222225,0.17292592592592593,3,glucose,2021-07-20,GC049,Single KO
∆pot,1.757777777777778,0.19792592592592595,3,glucose,2021-07-20,GC049,Single KO
∆pot,1.8833333333333337,0.22692592592592592,3,glucose,2021-07-20,GC049,Single KO
∆pot,2.0088888888888894,0.2588518518518519,3,glucose,2021-07-20,GC049,Single KO
∆pot,2.134444444444445,0.29385185185185186,3,glucose,2021-07-20,GC049,Single KO
∆pot,2.26,0.3328148148148148,3,glucose,2021-07-20,GC049,Single KO
∆rbs,0.0,0.03196296296296297,1,glucose,2021-07-20,GC050,Single KO
∆rbs,0.12555555555555564,0.036000000000000004,1,glucose,2021-07-20,GC050,Single KO
∆rbs,0.2511111111111113,0.04085185185185185,1,glucose,2021-07-20,GC050,Single KO
∆rbs,0.3766666666666665,0.04488888888888888,1,glucose,2021-07-20,GC050,Single KO
∆rbs,0.5022222222222221,0.04974074074074074,1,glucose,2021-07-20,GC050,Single KO
∆rbs,0.6277777777777778,0.05600000000000001,1,glucose,2021-07-20,GC050,Single KO
∆rbs,0.7533333333333334,0.0638148148148148,1,glucose,2021-07-20,GC050,Single KO
∆rbs,0.878888888888889,0.07088888888888888,1,glucose,2021-07-20,GC050,Single KO
∆rbs,1.0044444444444447,0.07988888888888888,1,glucose,2021-07-20,GC050,Single KO
∆rbs,1.13,0.08992592592592592,1,glucose,2021-07-20,GC050,Single KO
∆rbs,1.2555555555555555,0.10281481481481482,1,glucose,2021-07-20,GC050,Single KO
∆rbs,1.3811111111111112,0.11696296296296298,1,glucose,2021-07-20,GC050,Single KO
∆rbs,1.5066666666666668,0.1338148148148148,1,glucose,2021-07-20,GC050,Single KO
∆rbs,1.6322222222222225,0.15688888888888886,1,glucose,2021-07-20,GC050,Single KO
∆rbs,1.7577777777777777,0.18885185185185188,1,glucose,2021-07-20,GC050,Single KO
∆rbs,1.8833333333333333,0.22596296296296295,1,glucose,2021-07-20,GC050,Single KO
∆rbs,2.008888888888889,0.23992592592592593,1,glucose,2021-07-20,GC050,Single KO
∆rbs,2.1344444444444446,0.29992592592592593,1,glucose,2021-07-20,GC050,Single KO
∆rbs,2.2600000000000002,0.3369259259259259,1,glucose,2021-07-20,GC050,Single KO
∆rbs,0.0,0.034,2,glucose,2021-07-20,GC050,Single KO
∆rbs,0.12555555555555564,0.03785185185185186,2,glucose,2021-07-20,GC050,Single KO
∆rbs,0.25111111111111084,0.04388888888888888,2,glucose,2021-07-20,GC050,Single KO
∆rbs,0.3766666666666665,0.04874074074074074,2,glucose,2021-07-20,GC050,Single KO
∆rbs,0.5022222222222221,0.05500000000000001,2,glucose,2021-07-20,GC050,Single KO
∆rbs,0.6277777777777778,0.0628148148148148,2,glucose,2021-07-20,GC050,Single KO
∆rbs,0.7533333333333334,0.06988888888888888,2,glucose,2021-07-20,GC050,Single KO
∆rbs,0.878888888888889,0.07988888888888888,2,glucose,2021-07-20,GC050,Single KO
∆rbs,1.0044444444444443,0.09192592592592592,2,glucose,2021-07-20,GC050,Single KO
∆rbs,1.13,0.10581481481481482,2,glucose,2021-07-20,GC050,Single KO
∆rbs,1.2555555555555555,0.12196296296296298,2,glucose,2021-07-20,GC050,Single KO
∆rbs,1.3811111111111112,0.1408148148148148,2,glucose,2021-07-20,GC050,Single KO
∆rbs,1.5066666666666668,0.16688888888888886,2,glucose,2021-07-20,GC050,Single KO
∆rbs,1.632222222222222,0.1998518518518519,2,glucose,2021-07-20,GC050,Single KO
∆rbs,1.7577777777777777,0.23196296296296295,2,glucose,2021-07-20,GC050,Single KO
∆rbs,1.8833333333333333,0.24892592592592594,2,glucose,2021-07-20,GC050,Single KO
∆rbs,2.008888888888889,0.2929259259259259,2,glucose,2021-07-20,GC050,Single KO
∆rbs,2.1344444444444446,0.32092592592592595,2,glucose,2021-07-20,GC050,Single KO
∆rbs,2.2600000000000002,0.34885185185185186,2,glucose,2021-07-20,GC050,Single KO
∆rbs,0.0,0.03096296296296297,3,glucose,2021-07-20,GC050,Single KO
∆rbs,0.12555555555555564,0.035,3,glucose,2021-07-20,GC050,Single KO
∆rbs,0.2511111111111113,0.03985185185185185,3,glucose,2021-07-20,GC050,Single KO
∆rbs,0.3766666666666665,0.04488888888888888,3,glucose,2021-07-20,GC050,Single KO
∆rbs,0.5022222222222221,0.05074074074074074,3,glucose,2021-07-20,GC050,Single KO
∆rbs,0.6277777777777778,0.05700000000000001,3,glucose,2021-07-20,GC050,Single KO
∆rbs,0.7533333333333334,0.0638148148148148,3,glucose,2021-07-20,GC050,Single KO
∆rbs,0.878888888888889,0.07188888888888888,3,glucose,2021-07-20,GC050,Single KO
∆rbs,1.0044444444444447,0.08188888888888889,3,glucose,2021-07-20,GC050,Single KO
∆rbs,1.13,0.09192592592592592,3,glucose,2021-07-20,GC050,Single KO
∆rbs,1.2555555555555555,0.10381481481481482,3,glucose,2021-07-20,GC050,Single KO
∆rbs,1.3811111111111112,0.11796296296296298,3,glucose,2021-07-20,GC050,Single KO
∆rbs,1.5066666666666668,0.1348148148148148,3,glucose,2021-07-20,GC050,Single KO
∆rbs,1.6322222222222225,0.15588888888888885,3,glucose,2021-07-20,GC050,Single KO
∆rbs,1.7577777777777777,0.18585185185185188,3,glucose,2021-07-20,GC050,Single KO
∆rbs,1.8833333333333333,0.21496296296296294,3,glucose,2021-07-20,GC050,Single KO
∆rbs,2.008888888888889,0.23692592592592593,3,glucose,2021-07-20,GC050,Single KO
∆rbs,2.1344444444444446,0.2699259259259259,3,glucose,2021-07-20,GC050,Single KO
∆rbs,2.2600000000000002,0.29892592592592593,3,glucose,2021-07-20,GC050,Single KO
∆rbs,2.385555555555556,0.3218518518518519,3,glucose,2021-07-20,GC050,Single KO
